Datetime,Quarter,Likes,NFT,Text,clean_text,manual_label
2023-02-11,31,0,Meebits,"Meebits triple floor check! 
#OpenSea listings floor: 3.15 
#LooksRare listings floor: 3.14 
#Icy_tools sales floor: 3.05 
---
Use this #nocode recipe to track #NFT floor prices on Twitter: https://t.co/d5Wawm4sro",meebits triple floor check opensea listing floor looksrare listing floor icy tool sale floor use nocode recipe track nft floor price twitter,neu
2023-02-12,31,2,Meebits,"🐳18 Unordinal Meebits bought for Ξ0.162

🧹Floor:Ξ0.008/1H Chg%:📈+0.00%
⏱️Floor:1HΞ0/8HΞ0/24HΞ0
💰Volume:1HΞ0.000/8HΞ0.000/24HΞ0.000

👀Snipe on @nfteye_io:
https://t.co/6rrwW9sGot

🛒Buyer: 
0x6f9e2f51CdDE43E54738a5463108D1fC8c58A8c2

#NFTs #NFTEye",unordinal meebits bought floor h chg floor h h h volume h h h snipe nfteye io buyer x f e f cdde e fc c c nfts nfteye,pos
2023-01-16,31,1,Meebits,"🔥🔥🔥 Hot free mint alert 🔥🔥🔥

Project: FAMOOSES @Famooses
Hot rate: 🔥

Mint holder::
mfer x2
Meebits x2
NFT Sensei x2
underground x1
MVHQ x1

mint:https://t.co/8o1jlMUtXI

#NFT #FreeMint https://t.co/LjEC2T09TC",hot free mint alert project famooses famooses hot rate mint holder mfer x meebits x nft sensei x underground x mvhq x mint co jlmutxi nft freemint,neu
2022-12-15,24,1,Meebits,The NFT community showing some love for Meebits 12537 - 2 votes over the course of the last hour @tonyherrera #nftcollector #NFTs #mintmash https://t.co/CRCM1al7JB,nft community showing love meebits vote course last hour tonyherrera nftcollector nfts mintmash,pos
2023-02-08,31,0,Meebits,"6 Meebits swept for a total of 18.48 ETH(30,520.68 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/5EEJAsDqXr https://t.co/MK079WiJEo",meebits swept total eth usd blur meebits meebitsnft,pos
2023-01-14,31,0,Meebits,"Meebit #19868 bought for 3.10 ETH (4,804.78 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/MbOPtXXuTD https://t.co/GxRvMazXup",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-26,24,0,Meebits,"Meebit #3867 bought for 4.25 ETH (5,184.58 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/dG0nFuwXxW https://t.co/MyfKw3o25t",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-17,24,5,Meebits,"ETH is down 7% and it's shopping time for NFT
0x7FE was shopping spree last 24H.
4 @BoredApeYC 
26 MAYC
14 CloneX
77 @coolcats 
52 @OthersideMeta 
10 @pudgypenguins 
8 @doodles
4 Meebits https://t.co/z9My0BH0XS",eth shopping time nft x fe shopping spree last h boredapeyc mayc clonex coolcats othersidemeta pudgypenguins doodle meebits,pos
2022-12-24,24,0,Meebits,"Meebit #2916 bought for 3.50 ETH (4,281.34 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/yZX6aSm96u https://t.co/oYmKDdyGKy",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-16,31,4,Meebits,"😎 Meebit #5828 by @yugalabs

🎼Monday Poem @OpenAI
Jenny Dao, a true pioneer
Collected her Meebits so very near
The start of the NFT space
A feat few can replicate or replace

She boldly dove in
Her passion to win
As her Meebits grew
The joy of her collection was plain to view https://t.co/iocRFJHTEa",meebit yugalabs monday poem openai jenny dao true pioneer collected meebits near start nft space feat replicate replace boldly dove passion win meebits grew joy collection plain view,neu
2023-01-22,31,2,Meebits,"Meebit #5698 bought for 2.98 ETH (4,915.39 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/srNcVuvkhe https://t.co/NI0aapgLjg",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-22,24,0,Meebits,"2 Meebits swept on Blur for a total of 5.27 ETH(6,405.90 USD) #Meebits #MeebitsNFT  

https://t.co/wTgT80rVkm https://t.co/zyVlV7Uacv",meebits swept blur total eth usd meebits meebitsnft,pos
2022-12-28,24,0,Meebits,"Meebit #15920 bought for 3.40 ETH (4,049.23 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/9zEOLg47nc https://t.co/nEIzywcztx",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-27,24,0,Meebits,Meebits and WarpSound Realease Awesome NFT Album https://t.co/Z7dTc4dEjL,meebits warpsound realease awesome nft album,neu
2023-01-14,31,0,Meebits,"Meebit #15134 bought for 3.10 ETH (4,802.06 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/dGxdRzVaZI https://t.co/FKkerzt6cA",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-27,24,0,Meebits,"Meebits, WarpSound Team Up To Launch NFT Music Album For Holders https://t.co/wbdohLtpGT",meebits warpsound team launch nft music album holder,neu
2023-01-13,31,5,Meebits,"Top 10 #NFTs by 3-month #AltRank™ via @LunarCrush:

#mutantapeyachtclub
#adambombsquad
#sappyseals
#meebits
#capsulehouse
#thehumanoids
#cryptopunks
#3landers
#lootforadventurers
#cryptoadzbygremplin

#LunarCrush #NFT #Insights #LunarShare
https://t.co/2eA3N4E01E",top nfts month altrank via lunarcrush mutantapeyachtclub adambombsquad sappyseals meebits capsulehouse thehumanoids cryptopunks lander lootforadventurers cryptoadzbygremplin lunarcrush nft insight lunarshare,pos
2023-01-24,31,0,Meebits,"Meebit #7759 bought for 2.90 ETH (4,702.29 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/9vRQdyXtGn https://t.co/REMxei8Vj9",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-25,31,1,Meebits,"Meebit #2709 sold for 14 ETH ($21,538)
                        
#NFT Collection: #Meebits
Floor Price: 3.12 #ETH

https://t.co/unF1TfnPzh",meebit sold eth nft collection meebits floor price eth,pos
2022-12-22,24,0,Meebits,Yuga Labs Drops Meebits NFT Collectible Music Album Made With AI https://t.co/BfF3IVvJ8l https://t.co/BlS8bnts1j,yuga lab drop meebits nft collectible music album made ai,neu
2023-02-10,31,1,Meebits,"Meebit #15098 bought for 2.95 WETH (4,507.40 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/G2YxtGUkQx https://t.co/6tOYochEyg",meebit bought weth usd opensea meebits meebitsnft,pos
2022-12-26,24,0,Meebits,"Meebit #12369 bought for 3.56 ETH (4,333.62 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/8Lx5X5y4dm https://t.co/Jq2lTrhksh",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-28,31,1,Meebits,"🔥🔥🔥 Hot free mint alert 🔥🔥🔥

Project: TWD Degenerative Stage 1B
Hot rate: 🔥

Mint holder::
Cool Cats x7
MutantApeYachtClub x5
mfer x4
Meebits x4
https://t.co/nrghoQZUeT x4

mint:https://t.co/JEuL8RKCCf

#NFT #FreeMint https://t.co/GrtCgl636A",hot free mint alert project twd degenerative stage b hot rate mint holder cool cat x mutantapeyachtclub x mfer x meebits x x mint co jeul rkccf nft freemint,neu
2023-01-21,31,1,Meebits,"Meebit #17444 bought for 4.30 ETH (7,083.95 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/oU2eKMK9H3 https://t.co/NhLCtg3gml",meebit bought eth usd opensea meebits meebitsnft,pos
2022-12-21,24,0,Meebits,"3 Meebits swept on Blur for a total of 7.95 ETH(9,616.14 USD) #Meebits #MeebitsNFT  

https://t.co/N3USHHRTWA https://t.co/WlbV8jcrzl",meebits swept blur total eth usd meebits meebitsnft,pos
2022-12-27,24,1,Meebits,"Meebits and WarpSound Realease Awesome NFT Album https://t.co/XSDQVZEB2J
#NFTcollector #NFTCommunity
Follow @NFTbarbecue for more!",meebits warpsound realease awesome nft album nftcollector nftcommunity follow nftbarbecue,neu
2022-12-19,24,0,Meebits,"Meebit #10548 bought for 2.49 ETH (2,950.77 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/Pm4bUjz2BP https://t.co/uw3zSAodEW",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-19,24,0,Meebits,"Meebit #9843 bought for 2.46 ETH (2,900.71 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/8byuWJ8ilK https://t.co/JeloM9CX4a",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-15,31,0,Meebits,"3 Meebits swept for a total of 9.01 ETH(13,766.29 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/PSdKnk3x83 https://t.co/YvDTGufiIY",meebits swept total eth usd blur meebits meebitsnft,pos
2022-12-27,24,0,Meebits,"Meebit #18425 bought for 3.58 ETH (4,331.58 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/3PIK9uZ3FQ https://t.co/52Zg1ZM5Sn",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-08,31,0,Meebits,"Meebit #14600 bought for 3.10 ETH (5,235.00 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/Cbyn4qGvwf https://t.co/jUq86fTfSO",meebit bought eth usd opensea meebits meebitsnft,pos
2022-12-23,24,3,Meebits,Yuga Labs release Meebits collectible music album in collaboration with WarpSound https://t.co/g6WVTx5WQb #NFTCommunity #NFTGiveaways #NFT,yuga lab release meebits collectible music album collaboration warpsound nftcommunity nftgiveaways nft,neu
2022-12-29,24,0,Meebits,"Meebit #6262 bought for 4.45 ETH (5,329.23 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/Tu34OuWsua https://t.co/x9AAJTduFo",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-28,24,0,Meebits,"Meebits, WarpSound Team Up To Launch NFT Music Album For Holders https://t.co/cjY35emBXq",meebits warpsound team launch nft music album holder,neu
2022-12-21,24,0,Meebits,"3 Meebits swept on Blur for a total of 7.68 ETH(9,296.87 USD) #Meebits #MeebitsNFT  

https://t.co/pj9cFLS4pm https://t.co/sHmjJ2m0We",meebits swept blur total eth usd meebits meebitsnft,pos
2023-02-08,31,0,Meebits,"Meebit #9252 bought for 3.30 WETH (5,539.68 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/dBCVQRlVza https://t.co/pNmnsx9kL6",meebit bought weth usd opensea meebits meebitsnft,pos
2022-12-25,24,0,Meebits,"Meebit #19925 bought for 3.36 ETH (4,068.79 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/xv0dgbSkqh https://t.co/CZdUoqLvRX",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-15,31,0,Meebits,"2 Meebits swept for a total of 5.84 ETH(8,953.71 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/slyKty5LxP https://t.co/nuE2HGsrjK",meebits swept total eth usd blur meebits meebitsnft,pos
2022-12-15,24,0,Meebits,"Meebits Top5 Sales within 24H [ 18:01, Dec 14, 2022 (GMT-7) ] #Meebits #MeebitsNFT https://t.co/VumxJKN2zO",meebits top sale within h dec gmt meebits meebitsnft,pos
2023-02-01,31,0,Meebits,"Meebit #16236 bought for 3.60 WETH (5,879.88 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/qUNVMgcljF https://t.co/mh618uc6Dg",meebit bought weth usd opensea meebits meebitsnft,pos
2022-12-28,24,0,Meebits,"Meebit #11971 bought for 3.40 ETH (4,064.22 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/xccqNOLIxN https://t.co/emJ3PaKZ69",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-22,24,0,Meebits,"Meebit #302 bought for 3.80 ETH (4,521.20 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/trn2iu7vPO https://t.co/exbsSvp2tS",meebit bought eth usd opensea meebits meebitsnft,pos
2023-02-04,31,0,Meebits,"Meebit #10281 bought for 3.36 ETH (5,591.34 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/d0aogxQQmH https://t.co/inG7YZBuse",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-01,31,0,Meebits,"Meebit #2275 bought for 2.98 WETH (4,718.80 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/P1iCghn4tw https://t.co/NHAo2gskd0",meebit bought weth usd opensea meebits meebitsnft,pos
2023-01-25,31,0,Meebits,"2 Meebits swept for a total of 5.94 ETH(9,193.04 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/z1MvrxTq6p https://t.co/k1yCXyoGQV",meebits swept total eth usd blur meebits meebitsnft,pos
2023-01-16,31,0,Meebits,"Meebit #6218 bought for 3.20 ETH (4,953.79 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/fyuPP78D7b https://t.co/zWYniCxWU9",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-16,31,1,Meebits,"Meebit #18168 bought for 2.90 WETH (4,472.56 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/6NgS3WybkH https://t.co/rgYnxD6D59",meebit bought weth usd opensea meebits meebitsnft,pos
2022-12-22,24,0,Meebits,Meebits Partners With WarpSound to Launch NFT Music Album - Crypto Times https://t.co/IpUHW1A6R5,meebits partner warpsound launch nft music album crypto time,neu
2022-12-14,24,0,Meebits,"Meebit #14273 bought for 2.70 ETH (3,573.78 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/pQ0c186ZD7 https://t.co/L3u3iiqvpd",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-28,24,0,Meebits,"Meebit #4521 bought for 3.75 ETH (4,486.69 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/1GbBIlUu9m https://t.co/Hhd21HGInl",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-03,31,0,Meebits,"Meebit #16574 bought for 2.81 WETH (4,659.26 USD) on LooksRare  #Meebits #MeebitsNFT

⚠️Marked Suspicious  

https://t.co/Oqn9QMgBng https://t.co/W9w6U4DJDB",meebit bought weth usd looksrare meebits meebitsnft marked suspicious,pos
2022-12-22,24,0,Meebits,"Yuga Labs Drops Meebits NFT Collectible Music Album Made With AI
.
https://t.co/2JiYlHsEWE",yuga lab drop meebits nft collectible music album made ai,neu
2022-12-25,24,0,Meebits,"Meebit #12007 bought for 3.49 ETH (4,249.14 USD) on X2Y2 via Blur  #Meebits #MeebitsNFT  

https://t.co/JpEeFrKgGu https://t.co/MZXqGXUQ7P",meebit bought eth usd x via blur meebits meebitsnft,pos
2022-12-23,24,0,Meebits,"Yuga labs’ meebits recently released its turn on album, a collaboration between warpsound and yug a free nft can be collected based on the release by december 31st.",yuga lab meebits recently released turn album collaboration warpsound yug free nft collected based release december st,neu
2023-02-04,31,3,Meebits,"🔥 JUST LISTED! #Meebits 

💎 Rarity Rank: 5,492 / 19,999
💵 Price: 3.546 ETH
🏴‍☠️ That's 22.02% below the weekly average!

#tothemoon #nft #art
🚀🚀🚀 https://t.co/ufE3xijfIu",listed meebits rarity rank price eth weekly average tothemoon nft art,pos
2023-01-28,31,0,Meebits,"Meebits triple floor check! 
#OpenSea listings floor: 3.3 
#LooksRare listings floor: 3.19 
#Icy_tools sales floor: 2.9 
---
Use this #nocode recipe to track #NFT floor prices on Twitter: https://t.co/d5Wawm50gW",meebits triple floor check opensea listing floor looksrare listing floor icy tool sale floor use nocode recipe track nft floor price twitter,neu
2023-02-08,31,0,Meebits,"🐳6 Meebits bought for Ξ18.474

🧹Floor:Ξ3.11/1H Chg%:📈+0.00%
⏱️Floor:1HΞ3.11/8HΞ3.1224/24HΞ3.1224
💰Volume:1HΞ6.100/8HΞ89.340/24HΞ188.019

👀Snipe on @nfteye_io:
https://t.co/5zYWvVdDM0

🛒Buyer: 
0x1A409f336FcD7F97dB04a84Cc521309766321595

#NFTs #NFTEye",meebits bought floor h chg floor h h h volume h h h snipe nfteye io buyer x f fcd f db cc nfts nfteye,pos
2023-02-05,31,1,Meebits,"Meebit #167 bought for 2.95 ETH (4,917.00 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/nmURLROT8T https://t.co/mc81DbbNW3",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-16,24,0,Meebits,"Meebit #14054 bought for 2.56 ETH (3,247.44 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/zqjPzqs3xz https://t.co/ID5iUC7G82",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-23,24,0,Meebits,"Meebit #13719 bought for 2.71 ETH (3,316.63 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/8WG1f4qMn1 https://t.co/fwmnYp9ceG",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-09,31,1,Meebits,"#DoritosTriangleStudios in 
@Decentraland🔺
@Doritos 
 
Get a chance at over $25,000 in prizes, including custom gaming PCs and digital collectibles from 
@RTFKT
 &amp; 
@MeebitsNFT https://t.co/lSrWsELx1J",doritostrianglestudios decentraland doritos get chance prize including custom gaming pc digital collectible rtfkt amp meebitsnft,neu
2023-01-16,31,0,Meebits,"Meebit #558 bought for 3.50 ETH (5,427.80 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/9lqvviRxRD https://t.co/sG1qgcVYOj",meebit bought eth usd opensea meebits meebitsnft,pos
2023-02-03,31,0,Meebits,"Meebit #16574 swapped for 2.84 ETH (4,696.55 USD) on SudoSwap #Meebits #MeebitsNFT

⚠️Marked Suspicious  

https://t.co/kqo6HqKy94 https://t.co/iOe2F0D7vQ",meebit swapped eth usd sudoswap meebits meebitsnft marked suspicious,pos
2023-02-09,31,0,Meebits,"2 Meebits swept for a total of 6.12 ETH(9,980.31 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/lmgSEPhDln https://t.co/CB8fWv0d8n",meebits swept total eth usd blur meebits meebitsnft,pos
2023-02-02,31,0,Meebits,"Meebits Top5 Sales within 24H [ 07:01, Feb 02, 2023 (GMT-7) ] #Meebits #MeebitsNFT https://t.co/9r8sFkSTRc",meebits top sale within h feb gmt meebits meebitsnft,pos
2022-12-19,24,0,Meebits,"Meebit #3100 bought for 2.42 ETH (2,865.67 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/dzCJH4wdXP https://t.co/pyYT8JQlda",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-07,31,0,Meebits,"Meebit #16574 swapped for 3.14 ETH (5,126.18 USD) on SudoSwap #Meebits #MeebitsNFT

⚠️Marked Suspicious  

https://t.co/M0RyiduC73 https://t.co/DTm1KFxUjf",meebit swapped eth usd sudoswap meebits meebitsnft marked suspicious,pos
2023-01-26,31,0,Meebits,"Meebit #14796 bought for 2.92 WETH (4,722.11 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/BEyJr7I30V https://t.co/GEuRch8QQy",meebit bought weth usd opensea meebits meebitsnft,pos
2023-02-03,31,0,Meebits,"Meebit #18420 bought for 3.05 ETH (5,046.96 USD) on Blur  #Meebits #MeebitsNFT

⚠️Marked Suspicious  

https://t.co/G77eOoADmt https://t.co/oXgDjP5Yqo",meebit bought eth usd blur meebits meebitsnft marked suspicious,pos
2023-02-08,31,0,Meebits,"Blur offers a secure platform for NFT transactions.All transactions on the platform are executed through smart contracts,which provide an immutable record of transaction and eliminate the need for intermediaries.also makes the transaction process more streamlined and efficient.",blur offer secure platform nft transaction transaction platform executed smart contract provide immutable record transaction eliminate need intermediary also make transaction process streamlined efficient,pos
2023-01-23,31,0,Meebits,"Meebit #11414 bought for 2.93 ETH (4,768.55 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/AlPsN3ylFD https://t.co/nlaXBIHO5h",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-29,31,0,Meebits,"Meebit #12093 bought for 3.25 ETH (5,337.82 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/RUJXKj8tVJ https://t.co/gimw8oQ27U",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-03,31,0,Meebits,"Meebit #15036 bought for 3.10 ETH (5,174.68 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/SWzF5IlBNn https://t.co/SYc9TeDQXi",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-08,31,0,Meebits,"Meebit #18044 bought for 3.05 ETH (5,127.63 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/B5YGOqoiEl https://t.co/YyrxNxkUw9",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-08,31,83,Meebits,"Partnered with @Doritos for their debut Metaverse event in Decentraland !! 🔥

- Now, until Feb 10th
- CloneX NFT giveaway
- Meebits NFT giveaway
- 2 Gaming PCs giveaway

1st two ppl to come find me get $50!

Jump In 👉 https://t.co/oumLbZrgC4 https://t.co/zMdSKI8GCA",partnered doritos debut metaverse event decentraland feb th clonex nft giveaway meebits nft giveaway gaming pc giveaway st two ppl come find get jump,neu
2023-02-05,31,0,Meebits,"Meebit #10972 bought for 2.95 ETH (4,873.61 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/yrIUhBjeP4 https://t.co/UuOF7Hk05d",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-30,31,3,Meebits,"#WylieAronow,one of the Co-Founders of #YugaLabs, said that he would be taking a #leave of absence because of #health concerns. In a tweet, Aronow disclosed that his #doctor had #diagnosed him with congestive #heart failure. 
#NFT #CryptoPunks #BAYC #MeeBits #OthersideMeta https://t.co/RuSA8mvQR0",wyliearonow one co founder yugalabs said would taking leave absence health concern tweet aronow disclosed doctor diagnosed congestive heart failure nft cryptopunks bayc meebits othersidemeta,neg
2023-01-27,31,0,Meebits,"13 Meebits swept for a total of 38.13 ETH(60,943.56 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/wMzZ9f3a7R https://t.co/nQxn852HHY",meebits swept total eth usd blur meebits meebitsnft,pos
2023-01-22,31,0,Meebits,"Meebit #4287 bought for 3.46 ETH (5,626.25 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/76vMYSmG4E https://t.co/o9iXw7kAWR",meebit bought eth usd opensea meebits meebitsnft,pos
2022-12-24,24,0,Meebits,"Meebit #9270 bought for 2.90 ETH (3,533.30 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/HoJMEpwkcR https://t.co/DrW6mEgO8M",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-25,24,0,Meebits,"Meebit #13807 bought for 3.25 ETH (3,920.67 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/rQ2FZ6DKoY https://t.co/1unPxw3YYv",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-26,31,0,Meebits,"Meebit #14659 bought for 3.35 ETH (5,376.75 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/JAbDRu1xAa https://t.co/9pBnlcHAHf",meebit bought eth usd blur meebits meebitsnft,pos
2023-01-27,31,29,Meebits,"LAJ #4599 #meebits edition

Voxel Clown for @Trypto12
-classic, pfp and flex version...
cause #LifesAJoke

Clowns ❤️ @MeebitsNFTs
#fanart

@LifesAJoke_NFT https://t.co/KQJVHX0xwN",laj meebits edition voxel clown trypto classic pfp flex version cause lifesajoke clown meebitsnfts fanart lifesajoke nft,neu
2022-12-23,24,0,Meebits,"Meebit #7638 bought for 2.69 ETH (3,294.12 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/zyhOe8lBK0 https://t.co/2OEVNljrRZ",meebit bought eth usd blur meebits meebitsnft,pos
2023-02-06,31,0,Meebits,"Meebit #10178 bought for 2.90 WETH (4,699.63 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/7B160ABfwd https://t.co/vMVcvIBv2S",meebit bought weth usd opensea meebits meebitsnft,pos
2022-12-27,24,1,Meebits,"Meebits, WarpSound Team Up To Launch NFT Music Album For Holders https://t.co/TDA7NIqIh9",meebits warpsound team launch nft music album holder,neu
2022-12-19,24,0,Meebits,"Meebit #11859 bought for 2.43 ETH (2,876.46 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/vQaWeJPCvZ https://t.co/KCgoR3nUp8",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-20,24,0,Meebits,"Meebit #14504 bought for 2.44 ETH (2,960.92 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/UJgdkf2XvV https://t.co/xeON7E1LZq",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-29,24,0,Meebits,"Meebit #2896 bought for 4.50 ETH (5,390.10 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/JoWlqRTRMr https://t.co/1YM1nRU36Q",meebit bought eth usd opensea meebits meebitsnft,pos
2023-02-10,31,4,Meebits,"Doritos unleases its Super Bowl triangle mania in Decentraland #DoritosTriangleScheme #DoritosTriangleStudios @Doritos  
@RTFKT  @MeebitsNFT #SuperBowlLVII #NFTCommunity #NFTs @decentraland 
https://t.co/0y0LgRKWpU https://t.co/sCxVtuUxdZ",doritos unleases super bowl triangle mania decentraland doritostrianglescheme doritostrianglestudios doritos rtfkt meebitsnft superbowllvii nftcommunity nfts decentraland,neu
2022-12-22,24,4,Meebits,"🔥 JUST LISTED! #Meebits 

💎 Rarity Rank: 5,067 / 19,999
💵 Price: 2.8 ETH
🏴‍☠️ That's 8.75% below the weekly average!

#nftcollector #nft #nftcommunity
🚀 https://t.co/IloP63yIVj",listed meebits rarity rank price eth weekly average nftcollector nft nftcommunity,pos
2023-02-09,31,0,Meebits,"4 Meebits swept for a total of 12.24 ETH(20,055.12 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/zFTN2HZrCb https://t.co/W0N6rGIO3J",meebits swept total eth usd blur meebits meebitsnft,pos
2023-02-08,31,0,Meebits,"Meebit #9252 bought for 3.30 WETH (5,535.68 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/dBCVQRlVza https://t.co/8smY3pQHlo",meebit bought weth usd opensea meebits meebitsnft,pos
2023-02-08,31,1,Meebits,"Meebit #19416 swapped for 2.75 ETH (4,599.44 USD) on SudoSwap #Meebits #MeebitsNFT

⚠️Marked Suspicious  

https://t.co/ESmoZ6a5bO https://t.co/WoALrgKzP8",meebit swapped eth usd sudoswap meebits meebitsnft marked suspicious,pos
2022-12-29,24,0,Meebits,"3 Meebits swept for a total of 11.96 ETH(14,235.64 USD) on Opensea  #Meebits #MeebitsNFT  

https://t.co/49De98FWJT https://t.co/7UBbjXEVel",meebits swept total eth usd opensea meebits meebitsnft,pos
2022-12-16,24,0,Meebits,"Meebit #14078 bought for 2.55 ETH (3,089.83 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/a7FmhaPOt3 https://t.co/gxnokBs7KD",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-30,24,0,Meebits,"Meebit #8931 bought for 3.62 ETH (4,329.48 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/SylB4BQ17V https://t.co/CuexjHTHy1",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-22,24,0,Meebits,"Meebit #2414 bought for 2.62 ETH (3,178.32 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/bee3wi5Hyb https://t.co/TNAiOIcRYt",meebit bought eth usd blur meebits meebitsnft,pos
2022-12-28,24,0,Meebits,"5 Meebits swept for a total of 16.99 ETH(20,291.50 USD) on Blur  #Meebits #MeebitsNFT  

https://t.co/RFNxQRifsr https://t.co/2u9glWxKlJ",meebits swept total eth usd blur meebits meebitsnft,pos
2022-12-20,24,0,Meebits,"Meebits Top5 Sales within 24H [ 18:01, Dec 19, 2022 (GMT-7) ] #Meebits #MeebitsNFT https://t.co/hgeEN86NEQ",meebits top sale within h dec gmt meebits meebitsnft,pos
2022-12-20,24,0,Meebits,"Meebits is NFT of the Day on #LunarCrush!

Galaxy Score™ 37/100
AltRank™ 32/396
Price 2.635 ETH  0%  

View real-time #meebits metrics at https://t.co/Mx02V1RyPh",meebits nft day lunarcrush galaxy score altrank price eth view real time meebits metric,pos
2022-12-14,24,0,Meebits,"Meebit #8260 bought for 2.56 ETH (3,431.86 USD) on Blur #Meebits #MeebitsNFT  

https://t.co/uKV7W8oUvB https://t.co/y3ppSwEmL5",meebit bought eth usd blur meebits meebitsnft,pos
